"periode_data","tahun","periode","waktu_sampling","nama_lokasi","kecamatan","lintang_selatan","bujur_timur","parameter","satuan","baku_mutu","nilai"
"2022","2022","1","Maret - April 2022","Semper Timur","Cilincing","-6,130861111","106,9400556","pH","-","6,5-8,5","7,52"
"2022","2022","1","Maret - April 2022","Semper Timur","Cilincing","-6,130861111","106,9400556","TDS ppm","mg L","1000","606"
"2022","2022","1","Maret - April 2022","Semper Timur","Cilincing","-6,130861111","106,9400556","Turbidity NTU","NTU","25","12,97"
"2022","2022","1","Maret - April 2022","Semper Timur","Cilincing","-6,130861111","106,9400556","Nilai IP","-","-","18,3540912"
"2022","2022","1","Maret - April 2022","Semper Timur","Cilincing","-6,130861111","106,9400556","Kategori","-","-","cemar berat"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Warna","TCU","50","13"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Besi Fe","mg L","1","0,34"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Fluorida F-","mg L","1,5","0,61"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Kesadahan CaCO3","mg L","500","203,8"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Mangan Mn","mg L","0,5","0,49"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Nitrat sebagai N","mg L","10","0,04"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Raksa Hg","mg L","0,001","0,0001"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Seng Zn","mg L","15","0,049"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Sulfat SO42-","mg L","400","133,32"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Timbal Pb","mg L","0,05","0,05"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Organik KMNO4","mg L","10","2,03"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Total Coliform","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","E. Coli","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","pH","-","6,5-8,5","7,67"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","TDS ppm","mg L","1000","2740"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Turbidity NTU","NTU","25","0"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Nilai IP","-","-","2,275512997"
"2022","2022","1","Maret - April 2022","Sukapura","Cilincing","-6,154722222","106,9327778","Kategori","-","-","cemar ringan"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Warna","TCU","50","37"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Besi Fe","mg L","1","0,07"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Fluorida F-","mg L","1,5","0,33"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Kesadahan CaCO3","mg L","500","238,19"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Mangan Mn","mg L","0,5","0,76"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Nitrat sebagai N","mg L","10","0,13"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Nitrit NO2-N","mg L","1","0,02"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Total Coliform","CFU 100 ml","50","200"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","E. Coli","CFU 100 ml","50","200"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","pH","-","6,5-8,5","7,99"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","TDS ppm","mg L","1000","1083"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Turbidity NTU","NTU","25","0,63"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Nilai IP","-","-","2,874725645"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Kategori","-","-","cemar ringan"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Warna","TCU","50","10"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Besi Fe","mg L","1","0,25"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Fluorida F-","mg L","1,5","1.32"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Kesadahan CaCO3","mg L","500","25,7"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Mangan Mn","mg L","0,5","0,3"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Nitrat sebagai N","mg L","10","0,44"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Seng Zn","mg L","15","0,063"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Sulfat SO42-","mg L","400","48,64"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Organik KMNO4","mg L","10","2,03"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Total Coliform","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","E. Coli","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","pH","-","6,5-8,5","7,55"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","TDS ppm","mg L","1000","208"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Turbidity NTU","NTU","25","0,45"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Nilai IP","-","-","0,642713311"
"2022","2022","1","Maret - April 2022","Kelapa Gading Timur","Kepala Gading","-6,166527778","106,9086111","Kategori","-","-","baik"
"2022","2022","1","Maret - April 2022","Pegangsaan Dua","Kepala Gading","-6,175472222","106,9086111","Warna","TCU","50","16"
"2022","2022","1","Maret - April 2022","Pegangsaan Dua","Kepala Gading","-6,175472222","106,9086111","Besi Fe","mg L","1","0,34"
"2022","2022","1","Maret - April 2022","Pegangsaan Dua","Kepala Gading","-6,175472222","106,9086111","Fluorida F-","mg L","1,5","0,37"
"2022","2022","1","Maret - April 2022","Pegangsaan Dua","Kepala Gading","-6,175472222","106,9086111","Kesadahan CaCO3","mg L","500","46,36"
"2022","2022","1","Maret - April 2022","Pegangsaan Dua","Kepala Gading","-6,175472222","106,9086111","Mangan Mn","mg L","0,5","0,39"
"2022","2022","1","Maret - April 2022","Pegangsaan Dua","Kepala Gading","-6,175472222","106,9086111","Nitrat sebagai N","mg L","10","0,27"
"2022","2022","1","Maret - April 2022","Pegangsaan Dua","Kepala Gading","-6,175472222","106,9086111","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,04"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Sulfat SO42-","mg L","400","23,82"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Organik KMNO4","mg L","10","5,96"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Total Coliform","CFU 100 ml","50","4400"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","E. Coli","CFU 100 ml","50","4400"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","pH","-","6,5-8,5","7,67"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","TDS ppm","mg L","1000","585"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Turbidity NTU","NTU","25","0,68"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Nilai IP","-","-","7,64828269"
"2022","2022","1","Maret - April 2022","Ancol","Pademangan","-6,131608","106,82029","Kategori","-","-","cemar sedang"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Warna","TCU","50","76"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Besi Fe","mg L","1","0,34"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Fluorida F-","mg L","1,5","0,26"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Kesadahan CaCO3","mg L","500","618,76"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Mangan Mn","mg L","0,5","0,94"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Nitrat sebagai N","mg L","10","0,58"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Nitrit NO2-N","mg L","1","0,04"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","50"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Sulfat SO42-","mg L","400","2,79"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Organik KMNO4","mg L","10","22,83"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Total Coliform","CFU 100 ml","50","700000"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","E. Coli","CFU 100 ml","50","700000"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","pH","-","6,5-8,5","7,29"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","TDS ppm","mg L","1000","3000"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Turbidity NTU","NTU","25","40,49"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Nilai IP","-","-","15,59642593"
"2022","2022","1","Maret - April 2022","Pademangan Barat","Pademangan","-6,133155","106,841209","Kategori","-","-","cemar berat"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Warna","TCU","50","41"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Besi Fe","mg L","1","0,1"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Fluorida F-","mg L","1,5","0,4"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Kesadahan CaCO3","mg L","500","437,75"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Mangan Mn","mg L","0,5","0,4"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Nitrat sebagai N","mg L","10","2,34"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Nitrit NO2-N","mg L","1","0,2"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,04"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Seng Zn","mg L","15","0,01"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Sulfat SO42-","mg L","400","45,68"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Organik KMNO4","mg L","10","16,99"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Total Coliform","CFU 100 ml","50","42000"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","E. Coli","CFU 100 ml","50","42000"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","pH","-","6,5-8,5","7,82"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","TDS ppm","mg L","1000","1310"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Turbidity NTU","NTU","25","2,09"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Nilai IP","-","-","11,14026532"
"2022","2022","1","Maret - April 2022","Pademangan Timur","Pademangan","-6,133055556","106,8425","Kategori","-","-","cemar berat"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Warna","TCU","50","11"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Besi Fe","mg L","1","0,28"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Fluorida F-","mg L","1,5","0,5"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Kesadahan CaCO3","mg L","500","102,36"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Mangan Mn","mg L","0,5","0,15"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Nitrat sebagai N","mg L","10","0,13"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Seng Zn","mg L","15","0,057"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Sulfat SO42-","mg L","400","65,48"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Kelapa Gading Barat","Kepala Gading","-6,163027778","106,8848056","Organik KMNO4","mg L","10","2,03"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","Organik KMNO4","mg L","10","6,95"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","Total Coliform","CFU 100 ml","50","31000000"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","E. Coli","CFU 100 ml","50","31000000"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","pH","-","6,5-8,5","-"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","TDS ppm","mg L","1000","-"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","Turbidity NTU","NTU","25","-"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","Nilai IP","-","-","21,33319879"
"2022","2022","1","Maret - April 2022","Tugu Selatan","Koja","-6,130866667","106,9076611","Kategori","-","-","cemar berat"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Warna","TCU","50","36"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Besi Fe","mg L","1","0,17"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Fluorida F-","mg L","1,5","0,56"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Kesadahan CaCO3","mg L","500","159,88"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Mangan Mn","mg L","0,5","0,39"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Nitrat sebagai N","mg L","10","0,28"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Nitrit NO2-N","mg L","1","0,12"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,16"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Sulfat SO42-","mg L","400","27,51"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Organik KMNO4","mg L","10","8,27"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Total Coliform","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","E. Coli","CFU 100 ml","50","0"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","pH","-","6,5-8,5","-"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","TDS ppm","mg L","1000","-"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Turbidity NTU","NTU","25","-"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Nilai IP","-","-","3,83128992"
"2022","2022","1","Maret - April 2022","Tugu Utara","Koja","-6,1235","106,9117222","Kategori","-","-","cemar ringan"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Warna","TCU","50","12"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Besi Fe","mg L","1","0,04"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Fluorida F-","mg L","1,5","0,19"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Kesadahan CaCO3","mg L","500","258,71"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Mangan Mn","mg L","0,5","0,03"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Nitrat sebagai N","mg L","10","0,6"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Nitrit NO2-N","mg L","1","0,01"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Seng Zn","mg L","15","0,006"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Sulfat SO42-","mg L","400","71,94"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Organik KMNO4","mg L","10","6,51"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Total Coliform","CFU 100 ml","50","46000"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","E. Coli","CFU 100 ml","50","46000"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","pH","-","6,5-8,5","7,49"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","TDS ppm","mg L","1000","151"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Turbidity NTU","NTU","25","1,13"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Nilai IP","-","-","11,25642606"
"2022","2022","1","Maret - April 2022","Cilincing","Cilincing","-6,075944444","106,9385556","Kategori","-","-","cemar berat"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Warna","TCU","50","20"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Besi Fe","mg L","1","0,03"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Fluorida F-","mg L","1,5","0,26"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Kesadahan CaCO3","mg L","500","473,11"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Mangan Mn","mg L","0,5","0,03"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Nitrat sebagai N","mg L","10","0,24"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Nitrit NO2-N","mg L","1","0,02"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Surfaktan anionik Senyawa Aktif Biru Metilen","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Raksa Hg","mg L","0,001","0,00005"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Kadmium Cd","mg L","0,005","0,003"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Krom Heksavalen Cr-VI","mg L","0,05","0,003"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Seng Zn","mg L","15","0,01"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Sulfat SO42-","mg L","400","57,14"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Timbal Pb","mg L","0,05","0,03"
"2022","2022","1","Maret - April 2022","Kalibaru","Cilincing","-6,352777778","108,175","Organik KMNO4","mg L","10","2,03"
